Year,Area,AQI,Rainfall_mm
2016,Vijaya Nagar,55.0,140.0
2016,Vijaya Nagar,55.0,140.0
2016,Byyappanahalli,55.0,140.0
2016,Basavanagudi,55.0,140.0
2016,Herohalli,55.0,140.0
2016,Chamarajapete,55.0,140.0
2016,Austin Town,55.0,140.0
2016,Malleswaram,55.0,140.0
2016,Shinganayakanahalli,55.0,140.0
2016,Whitefield,55.0,140.0
2016,Icchanguru,55.0,140.0
2016,Jayanagar,55.0,140.0
2016,Shinganayakanahalli,55.0,140.0
2016,Shinganayakanahalli,55.0,140.0
2016,Marathahalli,55.0,140.0
2016,Yeswanthpur,55.0,140.0
2016,Yeswanthpur,55.0,140.0
2017,Hunasamaranahalli,57.0,135.0
2017,Koramangala,57.0,135.0
2017,Sahakaranagara,57.0,135.0
2017,Hebbal,57.0,135.0
2017,Anekal,57.0,135.0
2017,Anekal,57.0,135.0
2017,Nagavara,57.0,135.0
2017,Malleswaram,57.0,135.0
2017,Icchanguru,57.0,135.0
2017,Shinganayakanahalli,57.0,135.0
2017,Austin Town,57.0,135.0
2017,Vijaya Nagar,57.0,135.0
2017,Mahalakshmi Layout,57.0,135.0
2017,Chikkapete,57.0,135.0
2017,Jayanagar,57.0,135.0
2017,Shinganayakanahalli,57.0,135.0
2017,Nagasandra,57.0,135.0
2017,Marenahalli,57.0,135.0
2017,Chikkapete,57.0,135.0
2017,Banashankari,57.0,135.0
2017,Banaswadi,57.0,135.0
2017,Marenahalli,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Chikkapete,57.0,135.0
2017,Chikkapete,57.0,135.0
2017,Gandhinagar,57.0,135.0
2017,Chikkapete,57.0,135.0
2017,Richmond Town,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Bannerughatta,57.0,135.0
2017,Vijaya Nagar,57.0,135.0
2017,Basavanagudi,57.0,135.0
2017,Chikkapete,57.0,135.0
2017,Basaveshwaranagar,57.0,135.0
2017,Mahalakshmi Layout,57.0,135.0
2017,Haralur,57.0,135.0
2017,Frazer Town,57.0,135.0
2017,Anekal,57.0,135.0
2017,Bettahalasuru,57.0,135.0
2017,Rajajinagar,57.0,135.0
2017,Byyappanahalli,57.0,135.0
2017,Icchanguru,57.0,135.0
2017,Byyappanahalli,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Vijaya Nagar,57.0,135.0
2017,C V Raman Nagar,57.0,135.0
2017,Richmond Town,57.0,135.0
2017,Shinganayakanahalli,57.0,135.0
2017,Chikkapete,57.0,135.0
2017,Chamarajapete,57.0,135.0
2017,Chamarajapete,57.0,135.0
2017,Vijaya Nagar,57.0,135.0
2017,Chikkapete,57.0,135.0
2017,Vidyaranyapura,57.0,135.0
2017,Bettahalasuru,57.0,135.0
2017,Uttarahalli,57.0,135.0
2017,Puradhapalya,57.0,135.0
2017,Puradhapalya,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Vijaya Nagar,57.0,135.0
2017,Hosamanegalu,57.0,135.0
2017,Nagavara,57.0,135.0
2017,Krishnarajapuram,57.0,135.0
2017,Marenahalli,57.0,135.0
2017,Bettahalasuru,57.0,135.0
2017,Badamanavarthekaval,57.0,135.0
2017,Marathahalli,57.0,135.0
2017,Sarjapura,57.0,135.0
2017,Ramamurthy Nagar,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Electronic City,57.0,135.0
2017,Frazer Town,57.0,135.0
2017,Sriramapuram,57.0,135.0
2017,Banashankari,57.0,135.0
2017,Yeswanthpur,57.0,135.0
2017,Vijaya Nagar,57.0,135.0
2017,Vijaya Nagar,57.0,135.0
2017,Jalahalli,57.0,135.0
2017,Gunjur,57.0,135.0
2017,Jalahalli,57.0,135.0
2017,Hebbal,57.0,135.0
2017,Halasuru,57.0,135.0
2017,Shivajinagar,57.0,135.0
2017,HSR Layout,57.0,135.0
2017,Vijaya Nagar,57.0,135.0
2017,Sarjapura,57.0,135.0
2017,Anekal,57.0,135.0
2017,Hebbal,57.0,135.0
2017,Anekal,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Hoodi,57.0,135.0
2017,Banaswadi,57.0,135.0
2017,Banashankari,57.0,135.0
2017,Anekal,57.0,135.0
2017,Halasuru,57.0,135.0
2017,Bettahalasuru,57.0,135.0
2017,RMV 2nd Stage,57.0,135.0
2017,Whitefield,57.0,135.0
2017,Anekal,57.0,135.0
2017,Indiranagar,57.0,135.0
2017,Indiranagar,57.0,135.0
2017,Rajajinagar,57.0,135.0
2017,Banashankari,57.0,135.0
2017,RT Nagar,57.0,135.0
2017,Shinganayakanahalli,57.0,135.0
2017,Jalahalli,57.0,135.0
2017,Jalahalli,57.0,135.0
2017,Banaswadi,57.0,135.0
2017,Jayanagar,57.0,135.0
2017,Jayanagar,57.0,135.0
2017,Basavanagudi,57.0,135.0
2017,Jayanagar,57.0,135.0
2017,Frazer Town,57.0,135.0
2017,Whitefield,57.0,135.0
2017,Anekal,57.0,135.0
2017,Basaveshwaranagar,57.0,135.0
2017,Gandhinagar,57.0,135.0
2017,Malleswaram,57.0,135.0
2017,Lingarajapuram,57.0,135.0
2017,Puradhapalya,57.0,135.0
2017,Hosamanegalu,57.0,135.0
2017,Hosamanegalu,57.0,135.0
2017,Banaswadi,57.0,135.0
2017,Basaveshwaranagar,57.0,135.0
2017,Hosamanegalu,57.0,135.0
2017,Marenahalli,57.0,135.0
2017,Mahalakshmi Layout,57.0,135.0
2017,Banashankari,57.0,135.0
2017,Rajarajeshwari Nagar,57.0,135.0
2017,Koramangala,57.0,135.0
2017,Shinganayakanahalli,57.0,135.0
2017,Sahakaranagara,57.0,135.0
2017,Badamanavarthekaval,57.0,135.0
2017,Koramangala,57.0,135.0
2017,Koramangala,57.0,135.0
2017,Koramangala,57.0,135.0
2017,Kyalasanahalli,57.0,135.0
2017,Krishnarajapuram,57.0,135.0
2017,Ramamurthy Nagar,57.0,135.0
2017,Sarjapura,57.0,135.0
2017,Chikkelluru Ramapura,57.0,135.0
2017,Marathahalli,57.0,135.0
2017,Basavanagudi,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Lingarajapuram,57.0,135.0
2017,Mathikere,57.0,135.0
2017,Jayanagar,57.0,135.0
2017,Kempapura Agrahara,57.0,135.0
2017,Hoodi,57.0,135.0
2017,Mahalakshmi Layout,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Baiyyappanahalli,57.0,135.0
2017,Malleswaram,57.0,135.0
2017,Malleswaram,57.0,135.0
2017,Baiyyappanahalli,57.0,135.0
2017,Marathahalli,57.0,135.0
2017,Anekal,57.0,135.0
2017,Baiyyappanahalli,57.0,135.0
2017,Mathikere,57.0,135.0
2017,Basavanagudi,57.0,135.0
2017,Icchanguru,57.0,135.0
2017,Byyappanahalli,57.0,135.0
2017,Hosamanegalu,57.0,135.0
2017,Malleswaram,57.0,135.0
2017,Mathikere,57.0,135.0
2017,Byyappanahalli,57.0,135.0
2017,Richmond Town,57.0,135.0
2017,Narayanagatta,57.0,135.0
2017,Gunjur,57.0,135.0
2017,Hosamanegalu,57.0,135.0
2017,Nagarabhavi,57.0,135.0
2017,Nagasandra,57.0,135.0
2017,Nagavara,57.0,135.0
2017,Mahalakshmi Layout,57.0,135.0
2017,Chikkapete,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Rajarajeshwari Nagar,57.0,135.0
2017,Icchanguru,57.0,135.0
2017,Chikkapete,57.0,135.0
2017,Sriramapuram,57.0,135.0
2017,RT Nagar,57.0,135.0
2017,Jayanagar,57.0,135.0
2017,Malleswaram,57.0,135.0
2017,Gunjur,57.0,135.0
2017,Basavanagudi,57.0,135.0
2017,RT Nagar,57.0,135.0
2017,RMV 2nd Stage,57.0,135.0
2017,Rajajinagar,57.0,135.0
2017,Rajajinagar,57.0,135.0
2017,Rajajinagar,57.0,135.0
2017,Shinganayakanahalli,57.0,135.0
2017,Rajarajeshwari Nagar,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Sriramapuram,57.0,135.0
2017,Whitefield,57.0,135.0
2017,Nagavara,57.0,135.0
2017,Ramamurthy Nagar,57.0,135.0
2017,Marathahalli,57.0,135.0
2017,Richmond Town,57.0,135.0
2017,Kengeri,57.0,135.0
2017,Sadashivanagar,57.0,135.0
2017,Sahakaranagara,57.0,135.0
2017,Anekal,57.0,135.0
2017,Hosamanegalu,57.0,135.0
2017,Sarjapura,57.0,135.0
2017,Sadashivanagar,57.0,135.0
2017,Malleswaram,57.0,135.0
2017,Basavanagudi,57.0,135.0
2017,Anekal,57.0,135.0
2017,Shinganayakanahalli,57.0,135.0
2017,Halasuru,57.0,135.0
2017,Halasuru,57.0,135.0
2017,Chikkapete,57.0,135.0
2017,Sriramapuram,57.0,135.0
2017,Koramangala,57.0,135.0
2017,Lingarajapuram,57.0,135.0
2017,Gandhinagar,57.0,135.0
2017,Uttarahalli,57.0,135.0
2017,Malleswaram,57.0,135.0
2017,Bettahalasuru,57.0,135.0
2017,Puradhapalya,57.0,135.0
2017,Byyappanahalli,57.0,135.0
2017,Anekal,57.0,135.0
2017,Jayanagar,57.0,135.0
2017,RT Nagar,57.0,135.0
2017,Anekal,57.0,135.0
2017,Gunjur,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Malleswaram,57.0,135.0
2017,Nagavara,57.0,135.0
2017,Vasanth Nagar,57.0,135.0
2017,Bettahalasuru,57.0,135.0
2017,Vidyaranyapura,57.0,135.0
2017,Vijaya Nagar,57.0,135.0
2017,Vijaya Nagar,57.0,135.0
2017,Byyappanahalli,57.0,135.0
2017,Basavanagudi,57.0,135.0
2017,Herohalli,57.0,135.0
2017,Chamarajapete,57.0,135.0
2017,Austin Town,57.0,135.0
2017,Malleswaram,57.0,135.0
2017,Shinganayakanahalli,57.0,135.0
2017,Whitefield,57.0,135.0
2017,Icchanguru,57.0,135.0
2017,Jayanagar,57.0,135.0
2017,Shinganayakanahalli,57.0,135.0
2017,Shinganayakanahalli,57.0,135.0
2017,Marathahalli,57.0,135.0
2017,Yeswanthpur,57.0,135.0
2017,Yeswanthpur,57.0,135.0
2018,Hunasamaranahalli,60.0,150.0
2018,Koramangala,60.0,150.0
2018,Sahakaranagara,60.0,150.0
2018,Hebbal,60.0,150.0
2018,Anekal,60.0,150.0
2018,Anekal,60.0,150.0
2018,Nagavara,60.0,150.0
2018,Malleswaram,60.0,150.0
2018,Icchanguru,60.0,150.0
2018,Shinganayakanahalli,60.0,150.0
2018,Austin Town,60.0,150.0
2018,Vijaya Nagar,60.0,150.0
2018,Mahalakshmi Layout,60.0,150.0
2018,Chikkapete,60.0,150.0
2018,Jayanagar,60.0,150.0
2018,Shinganayakanahalli,60.0,150.0
2018,Nagasandra,60.0,150.0
2018,Marenahalli,60.0,150.0
2018,Chikkapete,60.0,150.0
2018,Banashankari,60.0,150.0
2018,Banaswadi,60.0,150.0
2018,Marenahalli,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Chikkapete,60.0,150.0
2018,Chikkapete,60.0,150.0
2018,Gandhinagar,60.0,150.0
2018,Chikkapete,60.0,150.0
2018,Richmond Town,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Bannerughatta,60.0,150.0
2018,Vijaya Nagar,60.0,150.0
2018,Basavanagudi,60.0,150.0
2018,Chikkapete,60.0,150.0
2018,Basaveshwaranagar,60.0,150.0
2018,Mahalakshmi Layout,60.0,150.0
2018,Haralur,60.0,150.0
2018,Frazer Town,60.0,150.0
2018,Anekal,60.0,150.0
2018,Bettahalasuru,60.0,150.0
2018,Rajajinagar,60.0,150.0
2018,Byyappanahalli,60.0,150.0
2018,Icchanguru,60.0,150.0
2018,Byyappanahalli,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Vijaya Nagar,60.0,150.0
2018,C V Raman Nagar,60.0,150.0
2018,Richmond Town,60.0,150.0
2018,Shinganayakanahalli,60.0,150.0
2018,Chikkapete,60.0,150.0
2018,Chamarajapete,60.0,150.0
2018,Chamarajapete,60.0,150.0
2018,Vijaya Nagar,60.0,150.0
2018,Chikkapete,60.0,150.0
2018,Vidyaranyapura,60.0,150.0
2018,Bettahalasuru,60.0,150.0
2018,Uttarahalli,60.0,150.0
2018,Puradhapalya,60.0,150.0
2018,Puradhapalya,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Vijaya Nagar,60.0,150.0
2018,Hosamanegalu,60.0,150.0
2018,Nagavara,60.0,150.0
2018,Krishnarajapuram,60.0,150.0
2018,Marenahalli,60.0,150.0
2018,Bettahalasuru,60.0,150.0
2018,Badamanavarthekaval,60.0,150.0
2018,Marathahalli,60.0,150.0
2018,Sarjapura,60.0,150.0
2018,Ramamurthy Nagar,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Electronic City,60.0,150.0
2018,Frazer Town,60.0,150.0
2018,Sriramapuram,60.0,150.0
2018,Banashankari,60.0,150.0
2018,Yeswanthpur,60.0,150.0
2018,Vijaya Nagar,60.0,150.0
2018,Vijaya Nagar,60.0,150.0
2018,Jalahalli,60.0,150.0
2018,Gunjur,60.0,150.0
2018,Jalahalli,60.0,150.0
2018,Hebbal,60.0,150.0
2018,Halasuru,60.0,150.0
2018,Shivajinagar,60.0,150.0
2018,HSR Layout,60.0,150.0
2018,Vijaya Nagar,60.0,150.0
2018,Sarjapura,60.0,150.0
2018,Anekal,60.0,150.0
2018,Hebbal,60.0,150.0
2018,Anekal,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Hoodi,60.0,150.0
2018,Banaswadi,60.0,150.0
2018,Banashankari,60.0,150.0
2018,Anekal,60.0,150.0
2018,Halasuru,60.0,150.0
2018,Bettahalasuru,60.0,150.0
2018,RMV 2nd Stage,60.0,150.0
2018,Whitefield,60.0,150.0
2018,Anekal,60.0,150.0
2018,Indiranagar,60.0,150.0
2018,Indiranagar,60.0,150.0
2018,Rajajinagar,60.0,150.0
2018,Banashankari,60.0,150.0
2018,RT Nagar,60.0,150.0
2018,Shinganayakanahalli,60.0,150.0
2018,Jalahalli,60.0,150.0
2018,Jalahalli,60.0,150.0
2018,Banaswadi,60.0,150.0
2018,Jayanagar,60.0,150.0
2018,Jayanagar,60.0,150.0
2018,Basavanagudi,60.0,150.0
2018,Jayanagar,60.0,150.0
2018,Frazer Town,60.0,150.0
2018,Whitefield,60.0,150.0
2018,Anekal,60.0,150.0
2018,Basaveshwaranagar,60.0,150.0
2018,Gandhinagar,60.0,150.0
2018,Malleswaram,60.0,150.0
2018,Lingarajapuram,60.0,150.0
2018,Puradhapalya,60.0,150.0
2018,Hosamanegalu,60.0,150.0
2018,Hosamanegalu,60.0,150.0
2018,Banaswadi,60.0,150.0
2018,Basaveshwaranagar,60.0,150.0
2018,Hosamanegalu,60.0,150.0
2018,Marenahalli,60.0,150.0
2018,Mahalakshmi Layout,60.0,150.0
2018,Banashankari,60.0,150.0
2018,Rajarajeshwari Nagar,60.0,150.0
2018,Koramangala,60.0,150.0
2018,Shinganayakanahalli,60.0,150.0
2018,Sahakaranagara,60.0,150.0
2018,Badamanavarthekaval,60.0,150.0
2018,Koramangala,60.0,150.0
2018,Koramangala,60.0,150.0
2018,Koramangala,60.0,150.0
2018,Kyalasanahalli,60.0,150.0
2018,Krishnarajapuram,60.0,150.0
2018,Ramamurthy Nagar,60.0,150.0
2018,Sarjapura,60.0,150.0
2018,Chikkelluru Ramapura,60.0,150.0
2018,Marathahalli,60.0,150.0
2018,Basavanagudi,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Lingarajapuram,60.0,150.0
2018,Mathikere,60.0,150.0
2018,Jayanagar,60.0,150.0
2018,Kempapura Agrahara,60.0,150.0
2018,Hoodi,60.0,150.0
2018,Mahalakshmi Layout,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Baiyyappanahalli,60.0,150.0
2018,Malleswaram,60.0,150.0
2018,Malleswaram,60.0,150.0
2018,Baiyyappanahalli,60.0,150.0
2018,Marathahalli,60.0,150.0
2018,Anekal,60.0,150.0
2018,Baiyyappanahalli,60.0,150.0
2018,Mathikere,60.0,150.0
2018,Basavanagudi,60.0,150.0
2018,Icchanguru,60.0,150.0
2018,Byyappanahalli,60.0,150.0
2018,Hosamanegalu,60.0,150.0
2018,Malleswaram,60.0,150.0
2018,Mathikere,60.0,150.0
2018,Byyappanahalli,60.0,150.0
2018,Richmond Town,60.0,150.0
2018,Narayanagatta,60.0,150.0
2018,Gunjur,60.0,150.0
2018,Hosamanegalu,60.0,150.0
2018,Nagarabhavi,60.0,150.0
2018,Nagasandra,60.0,150.0
2018,Nagavara,60.0,150.0
2018,Mahalakshmi Layout,60.0,150.0
2018,Chikkapete,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Rajarajeshwari Nagar,60.0,150.0
2018,Icchanguru,60.0,150.0
2018,Chikkapete,60.0,150.0
2018,Sriramapuram,60.0,150.0
2018,RT Nagar,60.0,150.0
2018,Jayanagar,60.0,150.0
2018,Malleswaram,60.0,150.0
2018,Gunjur,60.0,150.0
2018,Basavanagudi,60.0,150.0
2018,RT Nagar,60.0,150.0
2018,RMV 2nd Stage,60.0,150.0
2018,Rajajinagar,60.0,150.0
2018,Rajajinagar,60.0,150.0
2018,Rajajinagar,60.0,150.0
2018,Shinganayakanahalli,60.0,150.0
2018,Rajarajeshwari Nagar,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Sriramapuram,60.0,150.0
2018,Whitefield,60.0,150.0
2018,Nagavara,60.0,150.0
2018,Ramamurthy Nagar,60.0,150.0
2018,Marathahalli,60.0,150.0
2018,Richmond Town,60.0,150.0
2018,Kengeri,60.0,150.0
2018,Sadashivanagar,60.0,150.0
2018,Sahakaranagara,60.0,150.0
2018,Anekal,60.0,150.0
2018,Hosamanegalu,60.0,150.0
2018,Sarjapura,60.0,150.0
2018,Sadashivanagar,60.0,150.0
2018,Malleswaram,60.0,150.0
2018,Basavanagudi,60.0,150.0
2018,Anekal,60.0,150.0
2018,Shinganayakanahalli,60.0,150.0
2018,Halasuru,60.0,150.0
2018,Halasuru,60.0,150.0
2018,Chikkapete,60.0,150.0
2018,Sriramapuram,60.0,150.0
2018,Koramangala,60.0,150.0
2018,Lingarajapuram,60.0,150.0
2018,Gandhinagar,60.0,150.0
2018,Uttarahalli,60.0,150.0
2018,Malleswaram,60.0,150.0
2018,Bettahalasuru,60.0,150.0
2018,Puradhapalya,60.0,150.0
2018,Byyappanahalli,60.0,150.0
2018,Anekal,60.0,150.0
2018,Jayanagar,60.0,150.0
2018,RT Nagar,60.0,150.0
2018,Anekal,60.0,150.0
2018,Gunjur,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Malleswaram,60.0,150.0
2018,Nagavara,60.0,150.0
2018,Vasanth Nagar,60.0,150.0
2018,Bettahalasuru,60.0,150.0
2018,Vidyaranyapura,60.0,150.0
2018,Vijaya Nagar,60.0,150.0
2018,Vijaya Nagar,60.0,150.0
2018,Byyappanahalli,60.0,150.0
2018,Basavanagudi,60.0,150.0
2018,Herohalli,60.0,150.0
2018,Chamarajapete,60.0,150.0
2018,Austin Town,60.0,150.0
2018,Malleswaram,60.0,150.0
2018,Shinganayakanahalli,60.0,150.0
2018,Whitefield,60.0,150.0
2018,Icchanguru,60.0,150.0
2018,Jayanagar,60.0,150.0
2018,Shinganayakanahalli,60.0,150.0
2018,Shinganayakanahalli,60.0,150.0
2018,Marathahalli,60.0,150.0
2018,Yeswanthpur,60.0,150.0
2018,Yeswanthpur,60.0,150.0
2019,Hunasamaranahalli,63.0,145.0
2019,Koramangala,63.0,145.0
2019,Sahakaranagara,63.0,145.0
2019,Hebbal,63.0,145.0
2019,Anekal,63.0,145.0
2019,Anekal,63.0,145.0
2019,Nagavara,63.0,145.0
2019,Malleswaram,63.0,145.0
2019,Icchanguru,63.0,145.0
2019,Shinganayakanahalli,63.0,145.0
2019,Austin Town,63.0,145.0
2019,Vijaya Nagar,63.0,145.0
2019,Mahalakshmi Layout,63.0,145.0
2019,Chikkapete,63.0,145.0
2019,Jayanagar,63.0,145.0
2019,Shinganayakanahalli,63.0,145.0
2019,Nagasandra,63.0,145.0
2019,Marenahalli,63.0,145.0
2019,Chikkapete,63.0,145.0
2019,Banashankari,63.0,145.0
2019,Banaswadi,63.0,145.0
2019,Marenahalli,63.0,145.0
2019,Vasanth Nagar,63.0,145.0
2019,Chikkapete,63.0,145.0
2019,Chikkapete,63.0,145.0
2019,Gandhinagar,63.0,145.0
2019,Chikkapete,63.0,145.0
2019,Richmond Town,63.0,145.0
2019,Vasanth Nagar,63.0,145.0
2019,Bannerughatta,63.0,145.0
2019,Vijaya Nagar,63.0,145.0
2019,Basavanagudi,63.0,145.0
2019,Chikkapete,63.0,145.0
2019,Basaveshwaranagar,63.0,145.0
2019,Mahalakshmi Layout,63.0,145.0
2019,Haralur,63.0,145.0
2019,Frazer Town,63.0,145.0
2019,Anekal,63.0,145.0
2019,Bettahalasuru,63.0,145.0
2019,Rajajinagar,63.0,145.0
2019,Byyappanahalli,63.0,145.0
2019,Icchanguru,63.0,145.0
2019,Byyappanahalli,63.0,145.0
2019,Vasanth Nagar,63.0,145.0
2019,Vijaya Nagar,63.0,145.0
2019,C V Raman Nagar,63.0,145.0
2019,Richmond Town,63.0,145.0
2019,Shinganayakanahalli,63.0,145.0
2019,Chikkapete,63.0,145.0
2019,Chamarajapete,63.0,145.0
2019,Chamarajapete,63.0,145.0
2019,Vijaya Nagar,63.0,145.0
2019,Chikkapete,63.0,145.0
2019,Vidyaranyapura,63.0,145.0
2019,Bettahalasuru,63.0,145.0
2019,Uttarahalli,63.0,145.0
2019,Puradhapalya,63.0,145.0
2019,Puradhapalya,63.0,145.0
2019,Vasanth Nagar,63.0,145.0
2019,Vijaya Nagar,63.0,145.0
2019,Hosamanegalu,63.0,145.0
2019,Nagavara,63.0,145.0
2019,Krishnarajapuram,63.0,145.0
2019,Marenahalli,63.0,145.0
2019,Bettahalasuru,63.0,145.0
2019,Badamanavarthekaval,63.0,145.0
2019,Marathahalli,63.0,145.0
2019,Sarjapura,63.0,145.0
2019,Ramamurthy Nagar,63.0,145.0
2019,Vasanth Nagar,63.0,145.0
2019,Electronic City,63.0,145.0
2019,Frazer Town,63.0,145.0
2019,Sriramapuram,63.0,145.0
2019,Banashankari,63.0,145.0
2019,Yeswanthpur,63.0,145.0
2019,Vijaya Nagar,63.0,145.0
2019,Vijaya Nagar,63.0,145.0
2019,Jalahalli,63.0,145.0
2019,Gunjur,63.0,145.0
2019,Jalahalli,63.0,145.0
2019,Hebbal,63.0,145.0
2019,Halasuru,63.0,145.0
2019,Shivajinagar,63.0,145.0
2019,HSR Layout,63.0,145.0
2019,Vijaya Nagar,63.0,145.0
2019,Sarjapura,63.0,145.0
2019,Anekal,63.0,145.0
2019,Hebbal,63.0,145.0
2019,Anekal,63.0,145.0
2019,Vasanth Nagar,63.0,145.0
2019,Hoodi,63.0,145.0
2019,Banaswadi,63.0,145.0
2019,Banashankari,63.0,145.0
2019,Anekal,63.0,145.0
2019,Halasuru,63.0,145.0
2019,Bettahalasuru,63.0,145.0
2019,RMV 2nd Stage,63.0,145.0
2019,Whitefield,63.0,145.0
2019,Anekal,63.0,145.0
2019,Indiranagar,63.0,145.0
2019,Indiranagar,63.0,145.0
2019,Rajajinagar,63.0,145.0
2019,Banashankari,63.0,145.0
2019,RT Nagar,63.0,145.0
2019,Shinganayakanahalli,63.0,145.0
2019,Jalahalli,63.0,145.0
2019,Jalahalli,63.0,145.0
2019,Banaswadi,63.0,145.0
2019,Jayanagar,63.0,145.0
2019,Jayanagar,63.0,145.0
2019,Basavanagudi,63.0,145.0
2019,Jayanagar,63.0,145.0
2019,Frazer Town,63.0,145.0
2019,Whitefield,63.0,145.0
2019,Anekal,63.0,145.0
2019,Basaveshwaranagar,63.0,145.0
2019,Gandhinagar,63.0,145.0
2019,Malleswaram,63.0,145.0
2019,Lingarajapuram,63.0,145.0
2019,Puradhapalya,63.0,145.0
2019,Hosamanegalu,63.0,145.0
2019,Hosamanegalu,63.0,145.0
2019,Banaswadi,63.0,145.0
2019,Basaveshwaranagar,63.0,145.0
2019,Hosamanegalu,63.0,145.0
2019,Marenahalli,63.0,145.0
2019,Mahalakshmi Layout,63.0,145.0
2019,Banashankari,63.0,145.0
2019,Rajarajeshwari Nagar,63.0,145.0
2019,Koramangala,63.0,145.0
2019,Shinganayakanahalli,63.0,145.0
2019,Sahakaranagara,63.0,145.0
2019,Badamanavarthekaval,63.0,145.0
2019,Koramangala,63.0,145.0
2019,Koramangala,63.0,145.0
2019,Koramangala,63.0,145.0
2019,Kyalasanahalli,63.0,145.0
2019,Krishnarajapuram,63.0,145.0
2019,Ramamurthy Nagar,63.0,145.0
2019,Sarjapura,63.0,145.0
2019,Chikkelluru Ramapura,63.0,145.0
2019,Marathahalli,63.0,145.0
2019,Basavanagudi,63.0,145.0
2019,Vasanth Nagar,63.0,145.0
2019,Lingarajapuram,63.0,145.0
2019,Mathikere,63.0,145.0
2019,Jayanagar,63.0,145.0
2019,Kempapura Agrahara,63.0,145.0
2019,Hoodi,63.0,145.0
2019,Mahalakshmi Layout,63.0,145.0
2019,Vasanth Nagar,63.0,145.0
2019,Baiyyappanahalli,63.0,145.0
2019,Malleswaram,63.0,145.0
2019,Malleswaram,63.0,145.0
2019,Baiyyappanahalli,63.0,145.0
2019,Marathahalli,63.0,145.0
2019,Anekal,63.0,145.0
2019,Baiyyappanahalli,63.0,145.0
2019,Mathikere,63.0,145.0
2019,Basavanagudi,63.0,145.0
2019,Icchanguru,63.0,145.0
2019,Byyappanahalli,63.0,145.0
2019,Hosamanegalu,63.0,145.0
2019,Malleswaram,63.0,145.0
2019,Mathikere,63.0,145.0
2019,Byyappanahalli,63.0,145.0
2019,Richmond Town,63.0,145.0
2019,Narayanagatta,63.0,145.0
2019,Gunjur,63.0,145.0
2019,Hosamanegalu,63.0,145.0
2019,Nagarabhavi,63.0,145.0
2019,Nagasandra,63.0,145.0
2019,Nagavara,63.0,145.0
2019,Mahalakshmi Layout,63.0,145.0
2019,Chikkapete,63.0,145.0
2019,Vasanth Nagar,63.0,145.0
2019,Rajarajeshwari Nagar,63.0,145.0
2019,Icchanguru,63.0,145.0
2019,Chikkapete,63.0,145.0
2019,Sriramapuram,63.0,145.0
2019,RT Nagar,63.0,145.0
2019,Jayanagar,63.0,145.0
2019,Malleswaram,63.0,145.0
2019,Gunjur,63.0,145.0
2019,Basavanagudi,63.0,145.0
2019,RT Nagar,63.0,145.0
2019,RMV 2nd Stage,63.0,145.0
2019,Rajajinagar,63.0,145.0
2019,Rajajinagar,63.0,145.0
2019,Rajajinagar,63.0,145.0
2019,Shinganayakanahalli,63.0,145.0
2019,Rajarajeshwari Nagar,63.0,145.0
2019,Vasanth Nagar,63.0,145.0
2019,Sriramapuram,63.0,145.0
2019,Whitefield,63.0,145.0
2019,Nagavara,63.0,145.0
2019,Ramamurthy Nagar,63.0,145.0
2019,Marathahalli,63.0,145.0
2019,Richmond Town,63.0,145.0
2019,Kengeri,63.0,145.0
2019,Sadashivanagar,63.0,145.0
2019,Sahakaranagara,63.0,145.0
2019,Anekal,63.0,145.0
2019,Hosamanegalu,63.0,145.0
2019,Sarjapura,63.0,145.0
2019,Sadashivanagar,63.0,145.0
2019,Malleswaram,63.0,145.0
2019,Basavanagudi,63.0,145.0
2019,Anekal,63.0,145.0
2019,Shinganayakanahalli,63.0,145.0
2019,Halasuru,63.0,145.0
2019,Halasuru,63.0,145.0
2019,Chikkapete,63.0,145.0
2019,Sriramapuram,63.0,145.0
2019,Koramangala,63.0,145.0
2019,Lingarajapuram,63.0,145.0
